word	type	count	position	team
logged	word	3809	N/A	N/A
books	word	3803	N/A	N/A
cano	word	3802	N/A	N/A
oblique	word	3796	N/A	N/A
update	word	3793	N/A	N/A
cashman	word	3792	N/A	N/A
tier	word	3792	N/A	N/A
pool	word	3779	N/A	N/A
bautista	word	3778	N/A	N/A
hill--002ric	player	3777	SP	LAD
jay	word	3772	N/A	N/A
surrendered	word	3768	N/A	N/A
reasonable	word	3768	N/A	N/A
pre	word	3767	N/A	N/A
harris	word	3763	N/A	N/A
berrio000jos	player	3760	SP	MIN
suggest	word	3759	N/A	N/A
event	word	3758	N/A	N/A
cf	word	3754	N/A	N/A
suarez	word	3753	N/A	N/A
christian	word	3753	N/A	N/A
steals	word	3752	N/A	N/A
holds	word	3749	N/A	N/A
corresponding	word	3749	N/A	N/A
slated	word	3746	N/A	N/A
lynn	word	3744	N/A	N/A
remainder	word	3742	N/A	N/A
pursue	word	3739	N/A	N/A
claim	word	3736	N/A	N/A
decline	word	3735	N/A	N/A
ramos	word	3733	N/A	N/A
setting	word	3731	N/A	N/A
iglesi001jos	player	3730	SS	DET
keller000mit	player	3730	SP	PIT
coaching	word	3723	N/A	N/A
bobby	word	3718	N/A	N/A
safe	word	3717	N/A	N/A
paying	word	3712	N/A	N/A
passed	word	3708	N/A	N/A
tying	word	3706	N/A	N/A
basis	word	3706	N/A	N/A
bright	word	3703	N/A	N/A
syracuse	word	3700	N/A	N/A
peterson	word	3695	N/A	N/A
conversation	word	3686	N/A	N/A
zero	word	3683	N/A	N/A
nobody	word	3682	N/A	N/A
moments	word	3680	N/A	N/A
carpenter	word	3674	N/A	N/A
contenders	word	3673	N/A	N/A
heavily	word	3670	N/A	N/A
jed	word	3668	N/A	N/A
men	word	3663	N/A	N/A
business	word	3659	N/A	N/A
reynol000bry	player	3658	OF	PIT
fernando	word	3656	N/A	N/A
castro003wil	player	3655	OF	DET
heavy	word	3654	N/A	N/A
pass	word	3652	N/A	N/A
offered	word	3649	N/A	N/A
juan	word	3649	N/A	N/A
rob	word	3648	N/A	N/A
built	word	3645	N/A	N/A
bob	word	3640	N/A	N/A
stewart	word	3634	N/A	N/A
moore	word	3634	N/A	N/A
extend	word	3630	N/A	N/A
pillar000kev	player	3628	OF	TOR
teammate	word	3626	N/A	N/A
presumably	word	3624	N/A	N/A
semien001mar	player	3616	SS	OAK
nelson	word	3616	N/A	N/A
depending	word	3616	N/A	N/A
surge	word	3615	N/A	N/A
classic	word	3612	N/A	N/A
gap	word	3611	N/A	N/A
indicated	word	3603	N/A	N/A
jesse	word	3601	N/A	N/A
january	word	3601	N/A	N/A
arnaud	word	3600	N/A	N/A
pro	word	3595	N/A	N/A
soler-000jor	player	3594	OF	KCR
grand	word	3593	N/A	N/A
legitimate	word	3592	N/A	N/A
release	word	3590	N/A	N/A
archer	word	3584	N/A	N/A
experienced	word	3584	N/A	N/A
ones	word	3578	N/A	N/A
basemen	word	3569	N/A	N/A
cover	word	3568	N/A	N/A
stellar	word	3565	N/A	N/A
doubled	word	3555	N/A	N/A
infielders	word	3554	N/A	N/A
welcome	word	3553	N/A	N/A
vladimir	word	3553	N/A	N/A
miles	word	3552	N/A	N/A
kim	word	3551	N/A	N/A
stage	word	3549	N/A	N/A
moncad000joh	player	3548	3B	CHW
versatility	word	3541	N/A	N/A
apparently	word	3540	N/A	N/A
aa	word	3539	N/A	N/A
dan	word	3534	N/A	N/A
limit	word	3534	N/A	N/A
lemahieu	word	3533	N/A	N/A
air	word	3532	N/A	N/A
fowler	word	3529	N/A	N/A
musgrove	word	3529	N/A	N/A
jim	word	3527	N/A	N/A
press	word	3526	N/A	N/A
pact	word	3524	N/A	N/A
pushed	word	3518	N/A	N/A
hoped	word	3515	N/A	N/A
dominican	word	3514	N/A	N/A
wallne000mat	player	3514	OF	MIN
works	word	3510	N/A	N/A
waiver	word	3501	N/A	N/A
fresh	word	3499	N/A	N/A
tender	word	3495	N/A	N/A
lists	word	3495	N/A	N/A
encarnacion	word	3490	N/A	N/A
hayes	word	3483	N/A	N/A
frazie001ada	player	3482	2B	PIT
listed	word	3482	N/A	N/A
comeback	word	3482	N/A	N/A
services	word	3481	N/A	N/A
green	word	3479	N/A	N/A
gallo	word	3476	N/A	N/A
projects	word	3474	N/A	N/A
shy	word	3469	N/A	N/A
wade	word	3468	N/A	N/A
steven	word	3467	N/A	N/A
rosters	word	3460	N/A	N/A
jesus	word	3460	N/A	N/A
surprised	word	3455	N/A	N/A
understand	word	3454	N/A	N/A
except	word	3450	N/A	N/A
ideal	word	3446	N/A	N/A
hear	word	3444	N/A	N/A
x	word	3442	N/A	N/A
ceiling	word	3441	N/A	N/A
weak	word	3440	N/A	N/A
julien000edo	player	3438	2B	MIN
wrigley	word	3437	N/A	N/A
oh	word	3435	N/A	N/A
route	word	3430	N/A	N/A
ends	word	3429	N/A	N/A
suarez001eug	player	3427	3B	CIN
pomera001tho	player	3423	RP	BOS
iowa	word	3423	N/A	N/A
brown	word	3423	N/A	N/A
challenge	word	3419	N/A	N/A
slump	word	3417	N/A	N/A
miley-001wad	player	3413	SP	MIL
buffalo	word	3409	N/A	N/A
maeda-001ken	player	3406	SP	LAD
roles	word	3402	N/A	N/A
radar	word	3401	N/A	N/A
increased	word	3399	N/A	N/A
wacha-001mic	player	3398	SP	STL
yamamoto	word	3398	N/A	N/A
immediate	word	3396	N/A	N/A
information	word	3396	N/A	N/A
various	word	3395	N/A	N/A
video	word	3393	N/A	N/A
usual	word	3393	N/A	N/A
encouraging	word	3392	N/A	N/A
window	word	3391	N/A	N/A
bauer	word	3390	N/A	N/A
billy	word	3390	N/A	N/A
reference	word	3386	N/A	N/A
dombrowski	word	3385	N/A	N/A
fits	word	3385	N/A	N/A
terrible	word	3384	N/A	N/A
shane	word	3384	N/A	N/A
stealing	word	3379	N/A	N/A
consistency	word	3378	N/A	N/A
reed	word	3370	N/A	N/A
unable	word	3369	N/A	N/A
linked	word	3364	N/A	N/A
baez--000jav	player	3363	SS	CHC
nor	word	3361	N/A	N/A
profar001jur	player	3361	LF	SDP
morel-000chr	player	3361	OF	CHC
victor	word	3360	N/A	N/A
tendered	word	3357	N/A	N/A
miranda	word	3355	N/A	N/A
cutter	word	3353	N/A	N/A
shift	word	3353	N/A	N/A
sidelined	word	3352	N/A	N/A
forget	word	3350	N/A	N/A
escobar	word	3346	N/A	N/A
hardly	word	3342	N/A	N/A
sb	word	3341	N/A	N/A
japan	word	3340	N/A	N/A
lately	word	3339	N/A	N/A
contending	word	3337	N/A	N/A
begins	word	3333	N/A	N/A
kc	word	3332	N/A	N/A
related	word	3332	N/A	N/A
credit	word	3329	N/A	N/A
supposed	word	3327	N/A	N/A
swings	word	3327	N/A	N/A
eyes	word	3321	N/A	N/A
herrera	word	3320	N/A	N/A
wings	word	3318	N/A	N/A
negative	word	3318	N/A	N/A
prefer	word	3310	N/A	N/A
regarded	word	3299	N/A	N/A
stearns	word	3298	N/A	N/A
rare	word	3296	N/A	N/A
moustakas	word	3290	N/A	N/A
tells	word	3288	N/A	N/A
hurler	word	3287	N/A	N/A
mccullers	word	3282	N/A	N/A
collins	word	3279	N/A	N/A
stated	word	3278	N/A	N/A
retired	word	3278	N/A	N/A
walker001tai	player	3276	SP	ARI
marquee	word	3276	N/A	N/A
cause	word	3275	N/A	N/A
upton	word	3274	N/A	N/A
wide	word	3271	N/A	N/A
reality	word	3270	N/A	N/A
mitch	word	3268	N/A	N/A
tampa	word	3268	N/A	N/A
raise	word	3265	N/A	N/A
filled	word	3263	N/A	N/A
g	word	3260	N/A	N/A
bwar	word	3253	N/A	N/A
inf	word	3250	N/A	N/A
perspective	word	3248	N/A	N/A
tear	word	3248	N/A	N/A
somewhere	word	3246	N/A	N/A
robinson	word	3245	N/A	N/A
anyway	word	3240	N/A	N/A
molina	word	3238	N/A	N/A
delivered	word	3237	N/A	N/A
noting	word	3232	N/A	N/A
lowe	word	3232	N/A	N/A
discussion	word	3232	N/A	N/A
curve	word	3231	N/A	N/A
duran-000jho	player	3229	RP	MIN
ortiz	word	3226	N/A	N/A
standings	word	3217	N/A	N/A
committed	word	3217	N/A	N/A
assume	word	3215	N/A	N/A
rick	word	3206	N/A	N/A
dozier	word	3205	N/A	N/A
bumgarner	word	3203	N/A	N/A
buy	word	3202	N/A	N/A
peders001joc	player	3201	OF	LAD
shape	word	3194	N/A	N/A
cheap	word	3188	N/A	N/A
yanks	word	3188	N/A	N/A
julio	word	3187	N/A	N/A
alvare000yor	player	3186	DH	HOU
slam	word	3183	N/A	N/A
replaced	word	3181	N/A	N/A
hours	word	3179	N/A	N/A
wrist	word	3170	N/A	N/A
swap	word	3166	N/A	N/A
thompson	word	3165	N/A	N/A
contributor	word	3162	N/A	N/A
marte	word	3162	N/A	N/A
fantastic	word	3162	N/A	N/A
surrounding	word	3160	N/A	N/A
farmer	word	3159	N/A	N/A
agree	word	3158	N/A	N/A
bronx	word	3157	N/A	N/A
desire	word	3157	N/A	N/A
provides	word	3156	N/A	N/A
connected	word	3152	N/A	N/A
secure	word	3150	N/A	N/A
fame	word	3146	N/A	N/A
initially	word	3136	N/A	N/A
qualified	word	3135	N/A	N/A
talked	word	3133	N/A	N/A
duran	word	3131	N/A	N/A
greg	word	3123	N/A	N/A
outright	word	3123	N/A	N/A
inside	word	3117	N/A	N/A
usage	word	3115	N/A	N/A
tom	word	3112	N/A	N/A
helping	word	3112	N/A	N/A
perform	word	3109	N/A	N/A
ober	word	3109	N/A	N/A
clutch	word	3103	N/A	N/A
gray	word	3103	N/A	N/A
easier	word	3103	N/A	N/A
opinion	word	3097	N/A	N/A
stepped	word	3096	N/A	N/A
owed	word	3093	N/A	N/A
afford	word	3092	N/A	N/A
jansen001ken	player	3091	RP	LAD
robert009dav	player	3089	RP	PHI
rendon	word	3087	N/A	N/A
spoke	word	3084	N/A	N/A
triples	word	3082	N/A	N/A
speculation	word	3080	N/A	N/A
horton000cad	player	3080	SP	CHC
initial	word	3079	N/A	N/A
brooks	word	3077	N/A	N/A
nightengale	word	3077	N/A	N/A
cain	word	3075	N/A	N/A
forearm	word	3075	N/A	N/A
advance	word	3072	N/A	N/A
vargas	word	3070	N/A	N/A
caleb	word	3067	N/A	N/A
argue	word	3067	N/A	N/A
crochet	word	3062	N/A	N/A
house	word	3062	N/A	N/A
internal	word	3061	N/A	N/A
trend	word	3059	N/A	N/A
data	word	3057	N/A	N/A
matters	word	3056	N/A	N/A
chad	word	3054	N/A	N/A
ran	word	3053	N/A	N/A
listen	word	3052	N/A	N/A
choose	word	3048	N/A	N/A
neill	word	3046	N/A	N/A
bulk	word	3046	N/A	N/A
opted	word	3039	N/A	N/A
stayed	word	3031	N/A	N/A
setup	word	3030	N/A	N/A
nunez	word	3028	N/A	N/A
jeffers	word	3026	N/A	N/A
strategy	word	3023	N/A	N/A
flores003wil	player	3022	3B	SFG
members	word	3022	N/A	N/A
care	word	3021	N/A	N/A
halos	word	3019	N/A	N/A
settled	word	3019	N/A	N/A
falling	word	3015	N/A	N/A
words	word	3015	N/A	N/A
additionally	word	3013	N/A	N/A
tremendous	word	3013	N/A	N/A
promise	word	3013	N/A	N/A
originally	word	3011	N/A	N/A
stat	word	3010	N/A	N/A
rally	word	3003	N/A	N/A
trust	word	3002	N/A	N/A
unclear	word	3000	N/A	N/A
focused	word	3000	N/A	N/A
holes	word	3000	N/A	N/A
greinke	word	2999	N/A	N/A
todd	word	2998	N/A	N/A
argument	word	2993	N/A	N/A
mahle	word	2993	N/A	N/A
simple	word	2992	N/A	N/A
porcello	word	2988	N/A	N/A
perez-001sal	player	2988	C	KCR
sharp	word	2988	N/A	N/A
rise	word	2986	N/A	N/A
timeline	word	2982	N/A	N/A
preller	word	2979	N/A	N/A
leaguers	word	2979	N/A	N/A
dfa	word	2978	N/A	N/A
suspension	word	2977	N/A	N/A
collected	word	2976	N/A	N/A
sounds	word	2975	N/A	N/A
baldelli	word	2973	N/A	N/A
nn	word	2965	N/A	N/A
unlike	word	2965	N/A	N/A
discipline	word	2964	N/A	N/A
adrian	word	2962	N/A	N/A
continuing	word	2962	N/A	N/A
castillo	word	2961	N/A	N/A
puig	word	2958	N/A	N/A
barnes	word	2958	N/A	N/A
asset	word	2956	N/A	N/A
olson	word	2953	N/A	N/A
declined	word	2949	N/A	N/A
roberts	word	2948	N/A	N/A
project	word	2948	N/A	N/A
backstop	word	2947	N/A	N/A
sam	word	2942	N/A	N/A
holland	word	2936	N/A	N/A
paper	word	2935	N/A	N/A
kemp	word	2935	N/A	N/A
bounced	word	2934	N/A	N/A
mauricio	word	2932	N/A	N/A
franco	word	2931	N/A	N/A
sat	word	2929	N/A	N/A
sub	word	2928	N/A	N/A
coast	word	2924	N/A	N/A
output	word	2924	N/A	N/A
management	word	2920	N/A	N/A
tool	word	2920	N/A	N/A
workload	word	2920	N/A	N/A
larnac000tre	player	2919	OF	MIN
grandal	word	2917	N/A	N/A
outlook	word	2915	N/A	N/A
boone	word	2908	N/A	N/A
corners	word	2908	N/A	N/A
gomez	word	2902	N/A	N/A
richards	word	2899	N/A	N/A
leon	word	2899	N/A	N/A
weaver	word	2896	N/A	N/A
draw	word	2895	N/A	N/A
projection	word	2891	N/A	N/A
probability	word	2889	N/A	N/A
broken	word	2889	N/A	N/A
atkins	word	2888	N/A	N/A
radio	word	2887	N/A	N/A
jerry	word	2887	N/A	N/A
uncertainty	word	2887	N/A	N/A
salaries	word	2885	N/A	N/A
barely	word	2883	N/A	N/A
wise	word	2880	N/A	N/A
pivett000nic	player	2878	SP	BOS
nate	word	2876	N/A	N/A
university	word	2876	N/A	N/A
kernels	word	2873	N/A	N/A
leaguer	word	2873	N/A	N/A
silver	word	2872	N/A	N/A
greater	word	2871	N/A	N/A
body	word	2871	N/A	N/A
averaging	word	2870	N/A	N/A
blake	word	2867	N/A	N/A
strasburg	word	2866	N/A	N/A
aforementioned	word	2866	N/A	N/A
viewed	word	2865	N/A	N/A
expensive	word	2863	N/A	N/A
faces	word	2862	N/A	N/A
skipper	word	2858	N/A	N/A
suddenly	word	2857	N/A	N/A
jumped	word	2856	N/A	N/A
aroldis	word	2853	N/A	N/A
fantasy	word	2853	N/A	N/A
discuss	word	2850	N/A	N/A
factors	word	2850	N/A	N/A
contribute	word	2847	N/A	N/A
bill	word	2845	N/A	N/A
elias	word	2843	N/A	N/A
woodruff	word	2842	N/A	N/A
dugout	word	2840	N/A	N/A
whiff	word	2839	N/A	N/A
momentum	word	2838	N/A	N/A
gibson002kyl	player	2837	SP	MIN
fulmer002mic	player	2832	RP	DET
passan	word	2832	N/A	N/A
kirilloff	word	2831	N/A	N/A
soroka000mic	player	2831	SP	ATL
standing	word	2828	N/A	N/A
varland	word	2827	N/A	N/A
specifically	word	2827	N/A	N/A
carried	word	2827	N/A	N/A
awards	word	2826	N/A	N/A
believes	word	2825	N/A	N/A
offering	word	2823	N/A	N/A
urena	word	2822	N/A	N/A
doubleheader	word	2820	N/A	N/A
e	word	2818	N/A	N/A
kluber	word	2816	N/A	N/A
hoskin000rhy	player	2814	1B	PHI
deeper	word	2814	N/A	N/A
mccann002jam	player	2813	C	DET
handers	word	2811	N/A	N/A
quiet	word	2810	N/A	N/A
served	word	2810	N/A	N/A
areas	word	2807	N/A	N/A
cleared	word	2803	N/A	N/A
somehow	word	2803	N/A	N/A
smyly	word	2803	N/A	N/A
lf	word	2802	N/A	N/A
grounder	word	2801	N/A	N/A
driving	word	2800	N/A	N/A
ruiz	word	2798	N/A	N/A
picking	word	2795	N/A	N/A
shaw	word	2794	N/A	N/A
rivera	word	2792	N/A	N/A
older	word	2790	N/A	N/A
fastballs	word	2789	N/A	N/A
seam	word	2787	N/A	N/A
shortstops	word	2786	N/A	N/A
biggio	word	2784	N/A	N/A
woods	word	2784	N/A	N/A
blue	word	2783	N/A	N/A
portion	word	2781	N/A	N/A
fenway	word	2778	N/A	N/A
larger	word	2772	N/A	N/A
emerged	word	2771	N/A	N/A
sherman	word	2771	N/A	N/A
heart	word	2769	N/A	N/A
knowing	word	2769	N/A	N/A
riley-000aus	player	2763	3B	ATL
meant	word	2763	N/A	N/A
respectable	word	2760	N/A	N/A
freddy	word	2757	N/A	N/A
person	word	2757	N/A	N/A
rf	word	2756	N/A	N/A
notably	word	2756	N/A	N/A
winker	word	2755	N/A	N/A
sooner	word	2754	N/A	N/A
consideration	word	2751	N/A	N/A
helps	word	2746	N/A	N/A
collective	word	2744	N/A	N/A
kelly-001car	player	2743	C	ARI
priority	word	2742	N/A	N/A
ryu	word	2741	N/A	N/A
raw	word	2739	N/A	N/A
seeking	word	2737	N/A	N/A
tag	word	2737	N/A	N/A
effectively	word	2737	N/A	N/A
bump	word	2735	N/A	N/A
actual	word	2734	N/A	N/A
slide	word	2733	N/A	N/A
heaney001and	player	2731	SP	ANA
hudson	word	2727	N/A	N/A
word	word	2725	N/A	N/A
usa	word	2725	N/A	N/A
connor	word	2722	N/A	N/A
interview	word	2721	N/A	N/A
mistake	word	2718	N/A	N/A
scouts	word	2717	N/A	N/A
bunch	word	2716	N/A	N/A
account	word	2716	N/A	N/A
category	word	2714	N/A	N/A
albeit	word	2713	N/A	N/A
respective	word	2713	N/A	N/A
completed	word	2712	N/A	N/A
paxton	word	2711	N/A	N/A
efforts	word	2710	N/A	N/A
rebound	word	2709	N/A	N/A
brown-009ben	player	2708	RP	CHC
marco	word	2708	N/A	N/A
links	word	2707	N/A	N/A
modest	word	2707	N/A	N/A
hamilton	word	2706	N/A	N/A
outcome	word	2705	N/A	N/A
albies000ozh	player	2703	2B	ATL
griffin	word	2703	N/A	N/A
hour	word	2703	N/A	N/A
lorenzen	word	2702	N/A	N/A
spin	word	2700	N/A	N/A
kikuchi	word	2699	N/A	N/A
jeremy	word	2699	N/A	N/A
staying	word	2696	N/A	N/A
swept	word	2695	N/A	N/A
wainwright	word	2694	N/A	N/A
allows	word	2691	N/A	N/A
ups	word	2691	N/A	N/A
phillips	word	2690	N/A	N/A
personal	word	2688	N/A	N/A
organizations	word	2687	N/A	N/A
bloom	word	2686	N/A	N/A
paredes	word	2682	N/A	N/A
revealed	word	2682	N/A	N/A
happ	word	2681	N/A	N/A
carter	word	2681	N/A	N/A
targets	word	2681	N/A	N/A
stock	word	2679	N/A	N/A
shelf	word	2678	N/A	N/A
normal	word	2676	N/A	N/A
cobb	word	2676	N/A	N/A
deck	word	2674	N/A	N/A
crew	word	2671	N/A	N/A
thoughts	word	2671	N/A	N/A
product	word	2666	N/A	N/A
richardson	word	2665	N/A	N/A
competing	word	2663	N/A	N/A
tucker	word	2657	N/A	N/A
improving	word	2657	N/A	N/A
estrada	word	2656	N/A	N/A
learn	word	2654	N/A	N/A
cold	word	2653	N/A	N/A
transactions	word	2648	N/A	N/A
trea	word	2648	N/A	N/A
inconsistent	word	2648	N/A	N/A
attempts	word	2647	N/A	N/A
avila	word	2647	N/A	N/A
dollars	word	2646	N/A	N/A
comparison	word	2646	N/A	N/A
incredibly	word	2644	N/A	N/A
host	word	2642	N/A	N/A
sound	word	2642	N/A	N/A
van	word	2640	N/A	N/A
budget	word	2640	N/A	N/A
leadership	word	2637	N/A	N/A
siera	word	2637	N/A	N/A
mri	word	2636	N/A	N/A
wake	word	2635	N/A	N/A
procedure	word	2634	N/A	N/A
rochester	word	2631	N/A	N/A
pursuit	word	2630	N/A	N/A
meet	word	2630	N/A	N/A
buehler	word	2628	N/A	N/A
dustin	word	2627	N/A	N/A
rental	word	2626	N/A	N/A
kopech	word	2626	N/A	N/A
assets	word	2624	N/A	N/A
concerned	word	2624	N/A	N/A
enjoy	word	2613	N/A	N/A
represent	word	2613	N/A	N/A
homered	word	2612	N/A	N/A
fisher	word	2611	N/A	N/A
beltran	word	2607	N/A	N/A
impressed	word	2604	N/A	N/A
dipoto	word	2603	N/A	N/A
webb	word	2603	N/A	N/A
pearson	word	2601	N/A	N/A
morosi	word	2601	N/A	N/A
baty	word	2600	N/A	N/A
contend	word	2599	N/A	N/A
dejong	word	2598	N/A	N/A
manaea000sea	player	2598	SP	OAK
averages	word	2598	N/A	N/A
opponent	word	2597	N/A	N/A
enjoyed	word	2596	N/A	N/A
pressly	word	2596	N/A	N/A
odd	word	2596	N/A	N/A
happening	word	2594	N/A	N/A
extent	word	2594	N/A	N/A
details	word	2592	N/A	N/A
indication	word	2590	N/A	N/A
clause	word	2589	N/A	N/A
santander	word	2587	N/A	N/A
pedro	word	2586	N/A	N/A
arsenal	word	2586	N/A	N/A
worry	word	2586	N/A	N/A
manage	word	2585	N/A	N/A
hector	word	2585	N/A	N/A
jack	word	2584	N/A	N/A
bolster	word	2583	N/A	N/A
robbie	word	2581	N/A	N/A
france	word	2581	N/A	N/A
commitment	word	2580	N/A	N/A
robles	word	2578	N/A	N/A
town	word	2578	N/A	N/A
chisholm	word	2573	N/A	N/A
departure	word	2573	N/A	N/A
negotiations	word	2572	N/A	N/A
announcement	word	2572	N/A	N/A
pushing	word	2571	N/A	N/A
alcs	word	2570	N/A	N/A
clean	word	2569	N/A	N/A
terrific	word	2568	N/A	N/A
norris	word	2566	N/A	N/A
specific	word	2563	N/A	N/A
tools	word	2562	N/A	N/A
steady	word	2562	N/A	N/A
girardi	word	2561	N/A	N/A
harder	word	2561	N/A	N/A
champion	word	2561	N/A	N/A
rated	word	2560	N/A	N/A
vientos	word	2559	N/A	N/A
reps	word	2558	N/A	N/A
greatest	word	2556	N/A	N/A
uzr	word	2555	N/A	N/A
montas	word	2554	N/A	N/A
deserves	word	2553	N/A	N/A
recording	word	2552	N/A	N/A
lengthy	word	2549	N/A	N/A
confident	word	2547	N/A	N/A
sf	word	2546	N/A	N/A
jansen	word	2546	N/A	N/A
basically	word	2544	N/A	N/A
dish	word	2544	N/A	N/A
carries	word	2541	N/A	N/A
wisdom	word	2540	N/A	N/A
dsl	word	2535	N/A	N/A
recovering	word	2535	N/A	N/A
ugly	word	2532	N/A	N/A
self	word	2531	N/A	N/A
black	word	2526	N/A	N/A
tv	word	2525	N/A	N/A
producing	word	2524	N/A	N/A
discomfort	word	2524	N/A	N/A
closing	word	2523	N/A	N/A
rules	word	2522	N/A	N/A
natural	word	2521	N/A	N/A
valdez005fra	player	2517	SP	HOU
myself	word	2516	N/A	N/A
expressed	word	2515	N/A	N/A
frustrating	word	2515	N/A	N/A
corps	word	2514	N/A	N/A
department	word	2514	N/A	N/A
mixed	word	2514	N/A	N/A
lockout	word	2512	N/A	N/A
kid	word	2512	N/A	N/A
renfroe	word	2511	N/A	N/A
arrieta	word	2510	N/A	N/A
unique	word	2510	N/A	N/A
longtime	word	2508	N/A	N/A
andujar	word	2506	N/A	N/A
barrel	word	2505	N/A	N/A
nature	word	2503	N/A	N/A
acquisitions	word	2502	N/A	N/A
britton	word	2501	N/A	N/A
eduardo	word	2501	N/A	N/A
site	word	2501	N/A	N/A
comment	word	2501	N/A	N/A
bieber	word	2500	N/A	N/A
wish	word	2499	N/A	N/A
impossible	word	2499	N/A	N/A
kick	word	2499	N/A	N/A
colin	word	2499	N/A	N/A
sano	word	2495	N/A	N/A
search	word	2484	N/A	N/A
resulted	word	2483	N/A	N/A
length	word	2483	N/A	N/A
midseason	word	2483	N/A	N/A
friars	word	2482	N/A	N/A
records	word	2481	N/A	N/A
randy	word	2474	N/A	N/A
believed	word	2473	N/A	N/A
pujols	word	2471	N/A	N/A
fashion	word	2467	N/A	N/A
kirby	word	2466	N/A	N/A
brantley	word	2465	N/A	N/A
developing	word	2463	N/A	N/A
performing	word	2461	N/A	N/A
votes	word	2459	N/A	N/A
providing	word	2458	N/A	N/A
solution	word	2457	N/A	N/A
load	word	2456	N/A	N/A
soreness	word	2456	N/A	N/A
dominated	word	2454	N/A	N/A
drawing	word	2450	N/A	N/A
stuck	word	2448	N/A	N/A
vote	word	2447	N/A	N/A
measure	word	2447	N/A	N/A
allen	word	2447	N/A	N/A
fcl	word	2446	N/A	N/A
physical	word	2439	N/A	N/A
source	word	2438	N/A	N/A
page	word	2438	N/A	N/A
montero	word	2436	N/A	N/A
dollar	word	2435	N/A	N/A
resume	word	2434	N/A	N/A
mutual	word	2434	N/A	N/A
controlled	word	2433	N/A	N/A
surprisingly	word	2430	N/A	N/A
regularly	word	2428	N/A	N/A
determine	word	2428	N/A	N/A
urshela	word	2425	N/A	N/A
nonetheless	word	2423	N/A	N/A
amazing	word	2421	N/A	N/A
hadn	word	2419	N/A	N/A
telling	word	2419	N/A	N/A
dickerson	word	2413	N/A	N/A
nation	word	2413	N/A	N/A
finger	word	2412	N/A	N/A
blame	word	2412	N/A	N/A
tellez	word	2411	N/A	N/A
verdugo	word	2410	N/A	N/A
calls	word	2409	N/A	N/A
shortly	word	2407	N/A	N/A
pena	word	2407	N/A	N/A
heywar001jas	player	2405	OF	CHC
jax	word	2404	N/A	N/A
dead	word	2403	N/A	N/A
liriano	word	2401	N/A	N/A
dating	word	2401	N/A	N/A
explore	word	2401	N/A	N/A
confirmed	word	2399	N/A	N/A
odorizzi	word	2398	N/A	N/A
insurance	word	2397	N/A	N/A
limiting	word	2396	N/A	N/A
dropping	word	2394	N/A	N/A
splits	word	2394	N/A	N/A
extensions	word	2392	N/A	N/A
familia	word	2391	N/A	N/A
charlie	word	2391	N/A	N/A
block	word	2390	N/A	N/A
receiving	word	2388	N/A	N/A
iso	word	2387	N/A	N/A
consensus	word	2387	N/A	N/A
affordable	word	2385	N/A	N/A
polanco	word	2384	N/A	N/A
finale	word	2380	N/A	N/A
watched	word	2376	N/A	N/A
sandoval	word	2376	N/A	N/A
viable	word	2373	N/A	N/A
tune	word	2372	N/A	N/A
newman	word	2369	N/A	N/A
discussions	word	2369	N/A	N/A
chip	word	2365	N/A	N/A
knocked	word	2360	N/A	N/A
thin	word	2355	N/A	N/A
barring	word	2354	N/A	N/A
seamer	word	2353	N/A	N/A
bassit000chr	player	2350	SP	OAK
lewis	word	2350	N/A	N/A
leg	word	2350	N/A	N/A
cal	word	2349	N/A	N/A
awful	word	2349	N/A	N/A
reading	word	2347	N/A	N/A
gallen	word	2346	N/A	N/A
richard	word	2343	N/A	N/A
regard	word	2341	N/A	N/A
tossing	word	2339	N/A	N/A
writing	word	2338	N/A	N/A
andy	word	2337	N/A	N/A
maintain	word	2337	N/A	N/A
coaches	word	2336	N/A	N/A
torn	word	2335	N/A	N/A
ankle	word	2334	N/A	N/A
typical	word	2332	N/A	N/A
adames	word	2329	N/A	N/A
rivals	word	2329	N/A	N/A
apart	word	2328	N/A	N/A
podcast	word	2327	N/A	N/A
holmes	word	2326	N/A	N/A
moreno	word	2322	N/A	N/A
nlcs	word	2321	N/A	N/A
reunion	word	2321	N/A	N/A
amaya	word	2321	N/A	N/A
public	word	2320	N/A	N/A
lined	word	2318	N/A	N/A
tanaka	word	2317	N/A	N/A
madrigal	word	2316	N/A	N/A
involving	word	2313	N/A	N/A
outrighted	word	2313	N/A	N/A
critical	word	2312	N/A	N/A
blown	word	2311	N/A	N/A
edge	word	2311	N/A	N/A
upgrades	word	2311	N/A	N/A
nlds	word	2309	N/A	N/A
gore	word	2308	N/A	N/A
osuna	word	2307	N/A	N/A
heads	word	2307	N/A	N/A
undoubtedly	word	2306	N/A	N/A
counts	word	2304	N/A	N/A
youth	word	2299	N/A	N/A
albert	word	2296	N/A	N/A
newly	word	2296	N/A	N/A
cody	word	2293	N/A	N/A
skill	word	2292	N/A	N/A
planning	word	2292	N/A	N/A
roll	word	2291	N/A	N/A
created	word	2290	N/A	N/A
please	word	2289	N/A	N/A
rarely	word	2287	N/A	N/A
luzardo	word	2287	N/A	N/A
misses	word	2286	N/A	N/A
regression	word	2283	N/A	N/A
yates	word	2281	N/A	N/A
alds	word	2281	N/A	N/A
updated	word	2281	N/A	N/A
learned	word	2281	N/A	N/A
